id;Текст сущности;REF (ID);Частота;Type (заполнить);Subtype (заполнить)
placeName;г. Красноярск;#place_krasnoyarsk;2;Места;Насел. пункты
placeName;р. Енисей;#place_enisey_river;2;Места;Географические точки
placeName;Красноярском;#place_krasnoyarsk;2;Места;Насел. пункты
placeName;Красноярскому;#place_krasnoyarsk;2;Места;Насел. пункты
placeName;Енисейскому;#place_enisei_okrug;2;Места;Насел. пункты
placeName;Канскому;#place_kansk;2;Места;Насел. пункты
placeName;Минусинскому;#place_minusinsk;2;Места;Насел. пункты
placeName;Ачинскому;#place_achinsk;2;Места;Насел. пункты
placeName;Туруханского края;#place_turukhansk_region;2;Места;Насел. пункты
placeName;Минусинском округе;#place_minusinsk_okrug;2;Места;Адм. единицы
placeName;Енисейским;#place_enisei_okrug;2;Места;Насел. пункты
placeName;Канском округе;#place_kansk_okrug;2;Места;Адм. единицы
placeName;Канской;#place_kansk;2;Места;Насел. пункты
placeName;Красноярского округа;#place_krasnoyarsk_okrug;2;Места;Адм. единицы
placeName;Красноярском округе;#place_krasnoyarsk_okrug;2;Места;Адм. единицы
placeName;Красноярск;#place_krasnoyarsk;2;Места;Насел. пункты
placeName;Енисейск;#place_enisei_okrug;2;Места;Насел. пункты
placeName;Канск;#place_kansk;2;Места;Насел. пункты
placeName;Канский;#place_kansk;2;Места;Насел. пункты
placeName;Ачинск;#place_achinsk;2;Места;Насел. пункты
placeName;Ачинский;#place_achinsk;2;Места;Насел. пункты
placeName;Минусинск;#place_minusinsk;2;Места;Насел. пункты
placeName;Минусинский;#place_minusinsk;2;Места;Насел. пункты
placeName;Иркутскую;#place_irkutsk_province;1;Места;Насел. пункты
placeName;Томскую;#place_tomsk_province;1;Места;Насел. пункты
placeName;Енисейская губерния;#place_enisei_province;1;Места;Адм. единицы
placeName;Иркутской губернии;#place_irkutsk_province;1;Места;Адм. единицы
placeName;Ачинском округе;#place_achinsk_okrug;1;Места;Адм. единицы
placeName;Каменский;#place_kamensky_plant;1;Места;Насел. пункты
placeName;Красноярскому округу;#place_krasnoyarsk_okrug;1;Места;Адм. единицы
placeName;Канскому округу;#place_kansk_okrug;1;Места;Адм. единицы
placeName;Ачинскому округу;#place_achinsk_okrug;1;Места;Адм. единицы
placeName;Енисейскою;#place_enisei_okrug;1;Места;Насел. пункты
placeName;Красноярских;#place_krasnoyarsk;1;Места;Насел. пункты
placeName;г. Енисейска;#place_eniseysk;1;Места;Насел. пункты
placeName;Туруханске;#place_turukhansk;1;Места;Насел. пункты
placeName;Ачинской;#place_achinsk;1;Места;Насел. пункты
placeName;Минусинской;#place_minusinsk;1;Места;Насел. пункты
placeName;Енисейскую губернию;#place_enisei_province;1;Места;Адм. единицы
placeName;Шушенской;#place_шушенской;1;Места;Насел. пункты
placeName;Рыбинском;#place_rybinskoe;1;Места;Насел. пункты
placeName;Канского округа;#place_kansk_okrug;1;Места;Адм. единицы
placeName;г. Енисейск;#place_eniseysk;1;Места;Насел. пункты
placeName;Енисейском округе;#place_enisei_okrug;1;Места;Адм. единицы
placeName;Ачинского;#place_achinsk;1;Места;Насел. пункты
placeName;Красноярск;;1;Места;Насел. пункты
placeName;Енисейск;;1;Места;Насел. пункты
placeName;Канск;;1;Места;Насел. пункты
placeName;Ачинск;;1;Места;Насел. пункты
placeName;Минусинск;;1;Места;Насел. пункты
placeName;Туруханск;;1;Места;Насел. пункты
placeName;Енисейская губерния;;1;Места;Адм. единицы
placeName;Томская губерния;;1;Места;Адм. единицы
placeName;Иркутская губерния;;1;Места;Адм. единицы
placeName;Восточная Сибирь;;1;Места;Адм. единицы
placeName;Туруханский край;;1;Места;Адм. единицы
placeName;Енисейский округ;;1;Места;Адм. единицы
placeName;Красноярский округ;;1;Места;Адм. единицы
placeName;Канский округ;;1;Места;Адм. единицы
placeName;Ачинский округ;;1;Места;Адм. единицы
placeName;Минусинский округ;;1;Места;Адм. единицы
placeName;Енисей;;1;Места;Насел. пункты
placeName;Каменский завод;;1;Места;Насел. пункты
placeName;Рыбинское;;1;Места;Насел. пункты
placeName;Кежемской;;1;Места;Насел. пункты
placeName;Шушенской;;1;Места;Насел. пункты
